resource_type,name,city_region,latitude,longitude,industrial_type,landuse,power_type,operator,voltage,address,website,phone,description
Industrial Zone,Bengaluru Aerospace Park,Bengaluru,13.181084,77.729417,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bengaluru Airport Bus Depot,Bengaluru,13.201663,77.696121,bus_depot,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bengaluru IT Park,Bengaluru,13.161255,77.713172,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bhagyalakshmi Industrial Corp,Bengaluru,13.034022,77.526886,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bhandary Metals & Alloys Pvt Ltd,Bengaluru,12.778774,77.7428,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharamara Polymers (P)Ltd,Bengaluru,12.778864,77.633819,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharat Earth Movers Limited,Bengaluru,12.98676,77.652482,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharat Earth Movers Limited,Bengaluru,12.974516,77.659591,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharat Fritz Weiner,Bengaluru,13.038421,77.533862,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharath Heavy Electricals,Bengaluru,12.949972,77.534348,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharath Heavy Electricals Limited,Bengaluru,13.012612,77.563254,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bharath Petroleum,Bengaluru,12.984809,77.843845,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bhavyam Industries,Bengaluru,12.778867,77.638686,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bhoruka Gases Limited,Bengaluru,12.98889,77.705586,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bidadi Industrial Area,Bengaluru,12.780679,77.418738,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Big Basket Warehouse,Bengaluru,12.975285,77.705906,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Binny Mills,Bengaluru,12.9677,77.567539,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Biocon Park,Bengaluru,12.804186,77.660597,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bliss Chocolates India Pvt Ltd,Bengaluru,12.957213,77.661937,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Blowmocan Packaging (P) Ltd,Bengaluru,12.777186,77.633405,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,BlueDart | DHL Courier Warehouse,Bengaluru,12.991263,77.692667,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bolst's,Bengaluru,12.89591,77.569333,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bommasandra Industrial Estate,Bengaluru,12.813893,77.695302,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bosch NhP,Bengaluru,12.870285,77.662951,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bosch RBAI,Bengaluru,12.868623,77.663217,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Bright Services,Bengaluru,13.033715,77.526982,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,British Biologicals,Bengaluru,12.886939,77.599415,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Buhler (India) Ltd,Bengaluru,12.784426,77.738268,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Byappanahalli Metro Depot,Bengaluru,12.990928,77.653976,depot,industrial,,BMRCL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,CIPET: SARP-APDDRL,Bengaluru,13.16678,77.707356,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,CVM Precision,Bengaluru,12.977916,77.705438,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Cargo District,Bengaluru,13.201248,77.692467,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Castotech Enterprises,Bengaluru,12.975777,77.706932,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Cementech Industries,Bengaluru,12.781876,77.743789,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Center for Artificial Intelligence and Robotics,Bengaluru,12.987626,77.668495,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Central Fodder Seed Production Farm,Bengaluru,13.180491,77.490171,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Central Power Research Institute,Bengaluru,13.021169,77.574785,Energy Infrastructure,industrial,,,,,https://cpri.res.in/,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Central Research Labarotary,Bengaluru,13.056135,77.553078,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Central Warehouse,Bengaluru,12.975198,77.723656,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Central Warehouse Corporation,Bengaluru,13.152475,77.713561,warehouse,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Central Warehousing Corporation - Export Complex,Bengaluru,12.954553,77.660617,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Century Blocks,Bengaluru,12.771965,77.633979,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Cepheid India Pvt. Ltd.,Bengaluru,13.154828,77.694764,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Charoen Pokphand (Chicken Feed Factory),Bengaluru,13.0622,77.742686,Energy Infrastructure,industrial,,,,,http://www.mycpindia.com,+91-80-28472195,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Chemsolar Energy Systems Pvt Ltd,Bengaluru,12.780494,77.745424,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Chennapatna KSRTC Depot,Bengaluru,12.650537,77.211007,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Chikkaballapura Industrial Area,Bengaluru,13.40952,77.72847,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Chikkabanavara 5MLD Sewage Treatment Plant,Bengaluru,13.082897,77.513254,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Chikkabeguru Sewage Treatment Plant,Bengaluru,12.883943,77.637703,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Choudhary Steels,Bengaluru,13.034789,77.526562,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Cipla,Bengaluru,13.027253,77.732013,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Coach Craft Pvt.Ltd,Bengaluru,12.784322,77.746205,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Coca Cola Bottling Plant,Bengaluru,12.996234,77.663739,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Coca-Cola,Bengaluru,12.816824,77.410415,depot,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Cohera Automations Pvt. Ltd.,Bengaluru,13.173491,77.741157,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Collin Aero Space,Bengaluru,12.988072,77.712749,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,"Composite Technology Park, RV TIFAC",Bengaluru,12.919775,77.472035,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Compshell Engineering (P)Limited,Bengaluru,12.778558,77.741984,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Concor,Bengaluru,12.992354,77.744108,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Cubbon Park 4MLD Sewage Treatment Planet,Bengaluru,12.970655,77.591333,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Curve Tech Seating System,Bengaluru,12.778128,77.74577,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,DLI Anekal,Bengaluru,12.713677,77.764739,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dadu Bedding House,Bengaluru,13.039153,77.531026,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dedienne Aerospace India Pvt. Ltd.,Bengaluru,13.154956,77.722711,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Deepanjali Nagar Industrial Estate,Bengaluru,12.949852,77.532851,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Denso Kirloskar,Bengaluru,13.114279,77.377022,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Devanahalli General Industrial Area,Bengaluru,13.297621,77.612975,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Devasandra Industrial Estate,Bengaluru,12.998409,77.691582,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dhanushree Industries,Bengaluru,13.034603,77.526639,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dhobi Ghat,Bengaluru,13.011173,77.55219,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dhobi Ghat,Bengaluru,13.00141,77.620685,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dighvijay Plastic & Allied Products,Bengaluru,12.778929,77.739606,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Divya Granite Export,Bengaluru,12.773741,77.636094,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Doddaballapur Integrated Textile Parks Ltd,Bengaluru,13.264978,77.558615,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Doddabele 20MLD Sewage Treatment Plant,Bengaluru,12.897719,77.476871,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Doddabomasandra STP,Bengaluru,13.064469,77.56592,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Doddakanahalli 48ML Reservoir,Bengaluru,12.887917,77.699922,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Doddanna Industrial Estate,Bengaluru,13.003507,77.510984,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dove Tail Industries,Bengaluru,12.809412,77.697867,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Dyno-Tech Services,Bengaluru,12.777872,77.745579,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,EID Parry India,Bengaluru,13.064404,77.739727,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Eaase-Teraoka Limited,Bengaluru,12.785659,77.740276,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Easy Way Industries,Bengaluru,12.783138,77.745389,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Eaton Aerospace India,Bengaluru,13.178242,77.731263,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Eco Plywoods (P) Ltd,Bengaluru,12.77337,77.635568,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ecoplast,Bengaluru,12.774535,77.634325,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Efti Engineering,Bengaluru,12.782389,77.74464,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Electronics and Radar Development Establishment,Bengaluru,12.981189,77.660509,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Elmeasure,Bengaluru,13.153294,77.693531,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Elva Induction India Ltd,Bengaluru,12.778385,77.739308,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Emerald India Granites,Bengaluru,12.776299,77.633825,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Eshchand Foods Pvt. Ltd.,Bengaluru,13.118167,77.824605,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Eshwar Mosaic Hollow Blocks,Bengaluru,12.780262,77.743018,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Excel Auto Engineering,Bengaluru,13.034487,77.526745,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Excel Energies & Technologies Pvt.L,Bengaluru,12.77538,77.635199,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Excel Vapocoatings,Bengaluru,12.779439,77.737759,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Exide,Bengaluru,12.836537,77.796731,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,FM Goetze,Bengaluru,13.102889,77.588575,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Faurecia Automotive Seating I P Ltd,Bengaluru,12.777564,77.741909,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Food Corporation of India - FCI,Bengaluru,12.988632,77.768842,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,G D Industries,Bengaluru,12.78002,77.739477,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL Bidadi Receiving Terminal,Bengaluru,12.798308,77.398083,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-1B,Bengaluru,12.967805,77.390005,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-22,Bengaluru,12.89466,77.358142,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-3B,Bengaluru,13.044045,77.560578,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-4B,Bengaluru,13.037254,77.627462,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-5B,Bengaluru,12.997776,77.663526,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-6B,Bengaluru,12.94612,77.698914,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL SV-7B,Bengaluru,12.919942,77.643544,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL Singasandra Receiving Terminal,Bengaluru,12.871265,77.653193,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GAIL Yelahanka Receiving Terminal,Bengaluru,13.118658,77.583125,Energy Infrastructure,industrial,,GAIL,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GE BE Pvt Ltd,Bengaluru,12.978058,77.723997,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GE Global Research,Bengaluru,12.973384,77.724188,Energy Infrastructure,industrial,,General Electric,,,https://www.ge.com/research/research-engine/rd-facilities/bengaluru,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GLSR-2,Bengaluru,12.945401,77.46475,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Ganeshchandra Print-N-Pack P Ltd,Bengaluru,12.775849,77.63523,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Garments,Bengaluru,12.549198,77.784224,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gas Turbine Research Establishment,Bengaluru,12.982227,77.653266,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gaviranga Engineering Works,Bengaluru,13.033895,77.527234,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gayathir Engg & Fabricat. Enterpris,Bengaluru,12.778664,77.745507,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gayathri Granites P Ltd,Bengaluru,12.778514,77.640832,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gci Exports Pvt Ltd,Bengaluru,12.778133,77.634745,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gee Emm Industries,Bengaluru,12.773325,77.634183,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Geekay Tarpaulins & Polymers Pvt Ltd,Bengaluru,13.033818,77.527093,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Geneva Industries Limited,Bengaluru,12.985009,77.746971,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Giri Electronics & Engg.Pvt.Ltd,Bengaluru,12.782932,77.743054,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Girija Enterprises,Bengaluru,12.773796,77.634248,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GlaxoSmithKline Pharmaceuticals,Bengaluru,13.057575,77.742185,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,GlaxoSmithKline Pharmaceuticals,Bengaluru,13.05946,77.742456,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gleason,Bengaluru,13.170668,77.733677,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Go Go International,Bengaluru,13.105507,77.580297,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Gottigere 50ML Reservoir,Bengaluru,12.857289,77.58447,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Government Soap Factory,Bengaluru,13.015507,77.552064,Energy Infrastructure,industrial,,,,,http://www.mysoresandal.net/index.php,00918023379914,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Government Tool and Training Centre,Bengaluru,12.980089,77.550033,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Granitech Pvt Ltd,Bengaluru,12.780914,77.738582,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Greem Chem,Bengaluru,12.780643,77.747529,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HAL Aerospace Division,Bengaluru,12.969446,77.661748,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HAL Helicopter Division,Bengaluru,12.958614,77.678008,aerospace,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HAL Tejas Production Phase 2,Bengaluru,12.958386,77.690277,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HAL Thermal Paintshop,Bengaluru,12.969274,77.658765,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HMG Granites,Bengaluru,12.784267,77.76068,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HMT,Bengaluru,13.036131,77.536848,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,HMT,Bengaluru,13.033167,77.538844,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Halasuru 2MLD Sewage Treatment Plant,Bengaluru,12.986712,77.622308,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Halleys Blue,Bengaluru,12.981543,77.718316,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hareetha Pharmaceuticals,Bengaluru,12.774047,77.634281,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Harohalli Industrial Area,Bengaluru,12.658189,77.433604,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Harohalli Industrial Area Phase 1 and 2,Bengaluru,12.683116,77.443894,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Harohalli Industrial Area Phase 3,Bengaluru,12.657201,77.432225,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Harohalli Industrial Area Phase 4,Bengaluru,12.630178,77.424232,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Heavy Vehicle Driver Training Institute,Bengaluru,13.150456,77.555066,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hebbal 60MLD Sewage Treatment Plant,Bengaluru,13.042269,77.604114,Energy Infrastructure,industrial,,Bangalore Water Supply and Sewerage Board,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Heidelberg Prominent Fluid Controls India,Bengaluru,13.035355,77.540825,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hemmigepura 13 MLD Sewage Treatment Plant,Bengaluru,12.886662,77.48356,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hengst,Bengaluru,13.15274,77.69444,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Heritage Foods,Bengaluru,12.794063,77.739842,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hi-Tech Defence and Aerospace Park,Bengaluru,13.222984,77.772441,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hi-Tech Technologies,Bengaluru,13.034336,77.527667,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hindustan Machine Tools,Bengaluru,13.051845,77.542821,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hindustan Petroleum,Bengaluru,12.985175,77.847642,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hino,Bengaluru,12.782602,77.405528,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Honda Car Yard,Bengaluru,12.992453,77.70424,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Horamavu Agara 20MLD Sewage Treatment Plant,Bengaluru,13.044182,77.662806,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hoskote Industrial Area,Bengaluru,13.118728,77.827711,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hulimavu 10MLD Sewage Treatment Plant,Bengaluru,12.86549,77.603942,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Hydroquip Hydraulics (P) Ltd,Bengaluru,12.778956,77.742158,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,IFB Automotive,Bengaluru,12.980824,77.707674,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
